spec_id,delivery_point_id,version_id,required_resolution,required_audio,required_hdr,required_container,max_bitrate_mbps,is_mandatory
b78b06ea-9176-4b34-bf66-b000e542429c,DP_00101,VER_TITLE_003369_005,4K,Atmos,HDR10+,MP4,24,True
af9f069f-9936-4eb8-bb11-8feaf9d0df96,DP_00102,VER_TITLE_002067_000,HD,7.1,HDR10+,IMF,43,True
0c80cd2b-2100-4c2b-8377-50a274468c4c,DP_00102,VER_TITLE_002062_001,4K,2.0,HDR10,MP4,30,True
c2684c22-8c3f-4e38-b2b9-2f7ac2ffed79,DP_00102,VER_TITLE_003729_000,4K,2.0,HDR10+,MKV,39,False
3990f3aa-a6d4-4f21-9847-9aa57f1eb12d,DP_00102,VER_TITLE_001837_001,8K,2.0,HDR10+,MXF,14,True
9b3850a6-2f43-4f7d-a6f5-9cb8a3cb4616,DP_00102,VER_TITLE_001289_002,8K,Atmos,HDR10,MP4,21,True
0cc65e33-d86c-408f-800e-33fb1acbde18,DP_00103,VER_TITLE_001848_001,HD,7.1,HDR10,MP4,14,False
f92dbd39-57c5-4392-9794-f769d38a5e83,DP_00103,VER_TITLE_002484_001,8K,5.1,Dolby Vision,MXF,31,True
4d35168f-06e7-40fc-a8ce-0acf827cbeb4,DP_00104,VER_TITLE_003775_002,4K,Atmos,SDR,MKV,40,False
11f36771-6874-4388-a68c-5d429f51f4dc,DP_00104,VER_TITLE_002342_004,4K,7.1,HDR10,IMF,42,True
419c31ec-66dd-4f92-ba43-10f3fd21cff7,DP_00105,VER_TITLE_004799_003,4K,2.0,SDR,MP4,9,False
c14dd11a-3245-41fd-8be5-7f970c1d36b7,DP_00105,VER_TITLE_000666_004,4K,2.0,Dolby Vision,MKV,46,True
01eb1b40-a625-488c-94f1-6399dedb198f,DP_00105,VER_TITLE_003959_002,8K,2.0,HDR10+,MXF,24,True
04e2ec22-17b8-468a-aba7-21dda5235b36,DP_00105,VER_TITLE_003821_002,HD,2.0,HDR10+,MKV,37,True
729997b6-709e-4429-a332-a9fdbd85422d,DP_00105,VER_TITLE_000953_003,4K,5.1,HDR10,MP4,50,False
720086e9-b16f-49b3-89eb-4ba0fe8daa5a,DP_00105,VER_TITLE_002985_003,HD,Atmos,SDR,MXF,32,False
3e6acd56-0dad-4fc4-8af2-5fb3c9ce3796,DP_00106,VER_TITLE_002267_002,4K,Atmos,SDR,MP4,18,True
d90070c7-1ba4-4e76-b674-0f0a4b6d633a,DP_00106,VER_TITLE_000597_001,HD,Atmos,HDR10,MKV,35,False
fe027cc4-4f40-4ecf-8f5f-ae0a4c934326,DP_00106,VER_TITLE_003063_003,4K,Atmos,Dolby Vision,MKV,22,True
690bcb86-8ef4-4ad0-98f0-cc5bdad28804,DP_00107,VER_TITLE_000479_002,8K,2.0,SDR,MKV,28,True
08a305a4-d63b-452e-9af8-0e271d22526d,DP_00107,VER_TITLE_003403_003,HD,7.1,HDR10+,MXF,31,False
d1ae41ad-bdb5-478d-919c-8bedae40597b,DP_00108,VER_TITLE_004695_002,HD,Atmos,SDR,IMF,26,True
224b7b99-fa8f-4b72-80a0-3e66d7143358,DP_00108,VER_TITLE_001852_001,8K,7.1,HDR10,MXF,24,True
59c8c138-7494-4672-944b-f7a203747455,DP_00108,VER_TITLE_004173_003,4K,7.1,HDR10+,MKV,47,True
4604928f-66d0-4818-82de-f5b4533055a9,DP_00108,VER_TITLE_001610_001,4K,7.1,HDR10+,MKV,28,False
34e4c4cd-cfcc-4a2f-a634-1ebf3a7c7493,DP_00109,VER_TITLE_001865_005,8K,5.1,SDR,MKV,5,True
c7693a30-2061-4b3d-9f1c-c87a320d0dbf,DP_00109,VER_TITLE_000948_001,4K,5.1,SDR,MKV,28,True
aab4c151-8673-45e4-99de-eeb6d2742aa9,DP_00109,VER_TITLE_000699_003,HD,5.1,SDR,MXF,33,True
43551274-25f9-45b0-a196-88721ea7a427,DP_00110,VER_TITLE_002905_004,4K,Atmos,Dolby Vision,MXF,33,False
68757eda-4afd-49c1-a83f-dcd43e167596,DP_00110,VER_TITLE_001914_002,8K,7.1,HDR10,MKV,46,True
0d68f5c4-866e-44f4-ae8b-44a39de36ffa,DP_00110,VER_TITLE_003064_003,8K,Atmos,Dolby Vision,MKV,23,True
c1ce8309-59a0-485b-a3ff-b9d3e77d6c8f,DP_00110,VER_TITLE_000575_000,HD,Atmos,Dolby Vision,IMF,24,False
1945c0e4-5a40-4140-a2ec-1441acabe9f0,DP_00110,VER_TITLE_000507_002,HD,5.1,HDR10+,MXF,49,True
d6f38a26-5b95-4749-85f5-504e84d4686a,DP_00110,VER_TITLE_000272_000,HD,Atmos,HDR10,IMF,34,False
e341a77e-492d-4d11-b7c0-3ac13f4d3d9e,DP_00111,VER_TITLE_004597_003,HD,2.0,HDR10+,MKV,40,True
54828263-71f5-4e82-8019-964280d0657d,DP_00111,VER_TITLE_004877_000,4K,7.1,Dolby Vision,MXF,15,True
41ab4674-9e63-4917-8a7f-92bd9786d3a7,DP_00111,VER_TITLE_003606_002,HD,5.1,HDR10+,MKV,23,True
415ceee1-6ba5-4fb1-9d63-9796e787dbd0,DP_00111,VER_TITLE_004114_004,4K,7.1,SDR,MP4,45,False
1968c696-370d-4ff1-be93-3827fe07405e,DP_00112,VER_TITLE_004225_002,4K,7.1,Dolby Vision,MKV,34,True
e225749b-47fe-4973-bdb8-f5ee242603c8,DP_00112,VER_TITLE_004056_002,4K,5.1,HDR10+,MXF,34,False
a0df9e0e-c054-449b-8792-2121741e2160,DP_00112,VER_TITLE_001418_000,4K,Atmos,Dolby Vision,MP4,11,False
cab8d4fd-91b4-4932-a18a-370a908c8520,DP_00112,VER_TITLE_000634_002,HD,7.1,HDR10+,MKV,36,False
7b06c21e-271b-49ae-8a43-d557363b42aa,DP_00112,VER_TITLE_002535_000,4K,2.0,Dolby Vision,MP4,42,False
525f8eb1-7770-46c5-a81a-15e48dbfcbd8,DP_00112,VER_TITLE_001877_000,4K,5.1,HDR10+,MXF,8,True
441a75cf-cc0e-4b50-b5c4-576dd6b35c09,DP_00113,VER_TITLE_004054_000,8K,Atmos,Dolby Vision,IMF,33,False
d3ff270d-6345-4991-8a25-44eaea2add6e,DP_00113,VER_TITLE_001240_001,8K,2.0,SDR,IMF,8,True
3a725be1-6c7f-418e-81b5-c8fd797befd0,DP_00113,VER_TITLE_004955_000,4K,7.1,SDR,MXF,37,True
21de7b4d-b4b5-4639-843b-50222d640e5c,DP_00113,VER_TITLE_004883_003,4K,5.1,HDR10+,MP4,20,False
b5ef7d9b-196c-40cb-8021-67b4bfdd0fd2,DP_00113,VER_TITLE_000572_001,4K,5.1,Dolby Vision,IMF,25,False
f88ee5e3-9b60-4303-bf0e-d6f5226fd264,DP_00113,VER_TITLE_000756_004,HD,7.1,Dolby Vision,IMF,29,False
42b53df0-7e5d-48e7-8076-063608b6f8b4,DP_00114,VER_TITLE_002316_003,4K,2.0,Dolby Vision,IMF,46,False
f8e55c11-4231-496a-aae7-d8ae325c733e,DP_00114,VER_TITLE_004692_003,8K,Atmos,SDR,IMF,9,False
2df3140d-a88f-4ba4-b88f-1e8ed5648cf3,DP_00114,VER_TITLE_003946_004,4K,7.1,HDR10+,MXF,5,True
12f96235-e8d6-4b1a-b1be-f051b1610d4d,DP_00114,VER_TITLE_002241_001,8K,7.1,HDR10+,MP4,40,True
32c49b9c-1f34-4bfc-8fd8-3651310eb080,DP_00115,VER_TITLE_003978_000,8K,2.0,SDR,MKV,5,False
e75e4010-bb18-4b29-889f-4af981b7a45d,DP_00115,VER_TITLE_000514_000,4K,7.1,SDR,MXF,13,True
1c04f4f3-2746-4f46-ad99-45f8eb13bce1,DP_00115,VER_TITLE_001295_001,4K,2.0,HDR10,IMF,37,True
4fad0a8a-103a-43f6-bceb-d407ba8c854b,DP_00116,VER_TITLE_004471_001,4K,2.0,HDR10,MXF,11,True
1e368553-d9e6-4ae0-9adb-78244e7f646b,DP_00116,VER_TITLE_004557_001,4K,Atmos,Dolby Vision,MXF,9,False
6b77397e-597e-4e92-b4bf-ca68d346fb95,DP_00116,VER_TITLE_000539_000,HD,7.1,SDR,IMF,33,True
055bf8a8-1e8d-4edb-9915-d4412607d40a,DP_00116,VER_TITLE_004389_002,8K,Atmos,HDR10+,MXF,29,True
c66b54a6-4218-43f6-b99f-5e8c474e7007,DP_00117,VER_TITLE_000220_000,4K,5.1,SDR,MP4,49,True
5d978dc1-e72e-449d-8db9-a6017aba7693,DP_00117,VER_TITLE_003998_000,4K,7.1,SDR,MKV,33,True
6db689c3-c3c5-491e-8071-fd79cd36235d,DP_00117,VER_TITLE_003608_001,HD,2.0,HDR10+,MXF,35,True
897d949f-3d98-4469-a74d-adcd24e1b273,DP_00118,VER_TITLE_004256_002,8K,7.1,Dolby Vision,IMF,24,True
c4bd3ec8-e1f9-498f-b432-1921052923f5,DP_00118,VER_TITLE_004739_003,HD,7.1,Dolby Vision,MP4,45,False
bca5bf7b-3d62-4439-938b-4eaf741382e0,DP_00118,VER_TITLE_000891_001,4K,7.1,HDR10,MXF,46,True
41d61180-2496-42a1-82e4-1e804d55f5ba,DP_00118,VER_TITLE_003175_003,HD,2.0,Dolby Vision,MXF,6,False
901c8d48-b654-41d5-ae40-a31de3862af5,DP_00118,VER_TITLE_001042_002,HD,7.1,Dolby Vision,MKV,28,True
7fb22500-2c28-4424-9cbf-f119ac089a3f,DP_00119,VER_TITLE_002517_002,HD,2.0,HDR10+,IMF,38,False
6912909b-4c40-4546-94d2-f347e033ee0b,DP_00119,VER_TITLE_001281_001,4K,Atmos,Dolby Vision,IMF,21,False
c06e8d95-e244-4706-8627-c98ba5c4e417,DP_00120,VER_TITLE_004822_001,HD,Atmos,HDR10,MP4,8,False
8d7e04f9-3fab-48e2-b15a-539fa4851ce5,DP_00120,VER_TITLE_004230_001,HD,7.1,HDR10+,MP4,22,False
0bb85010-a7c7-425c-8afe-5569f74dba25,DP_00120,VER_TITLE_004290_004,8K,Atmos,SDR,MKV,12,False
6ee6491e-74e3-4134-b4c9-a04198327274,DP_00120,VER_TITLE_002050_001,HD,2.0,Dolby Vision,IMF,5,False
584cbfad-e199-4f8e-a158-be29e8041bba,DP_00121,VER_TITLE_000075_002,4K,7.1,HDR10+,MKV,41,False
35d00cc5-5f2d-4607-bbf1-6b8a3d619125,DP_00121,VER_TITLE_004557_004,4K,2.0,Dolby Vision,MXF,9,True
34d5a83e-2d0e-4ba5-92c7-748907493618,DP_00121,VER_TITLE_004883_005,4K,Atmos,HDR10+,MP4,15,False
87ebc732-d857-40d5-a214-501a06ebb0be,DP_00121,VER_TITLE_004412_001,4K,2.0,SDR,MKV,39,False
fda40383-864d-479d-a114-031f676cf6db,DP_00121,VER_TITLE_004786_000,8K,2.0,HDR10+,MKV,23,False
4b08930b-b0d2-4a56-a8f7-9a99d90cb40c,DP_00122,VER_TITLE_004912_000,4K,7.1,SDR,IMF,30,True
7384bebe-9480-42a6-bed7-0e09b6bed404,DP_00122,VER_TITLE_000779_000,4K,Atmos,SDR,IMF,48,True
700d7474-b417-4392-be53-4670e4f48eef,DP_00123,VER_TITLE_004007_003,8K,2.0,HDR10,IMF,5,True
29a4654d-ce65-4405-a1e9-a333cf4e7f73,DP_00123,VER_TITLE_000165_002,8K,Atmos,Dolby Vision,MXF,50,True
d26ba0f8-a838-4eb9-9ea3-0f39f86e23e0,DP_00123,VER_TITLE_003149_000,4K,2.0,HDR10,MXF,7,False
1313aa9a-4df0-4aa2-abc3-1ea97817b9a7,DP_00123,VER_TITLE_004986_000,4K,2.0,Dolby Vision,MKV,16,False
d96446f0-7688-4c4e-86df-bf31ca4c1d23,DP_00123,VER_TITLE_000363_001,4K,Atmos,SDR,MKV,43,False
95af2603-c566-4b8c-967c-ed7377b32deb,DP_00124,VER_TITLE_002331_003,8K,5.1,HDR10,MP4,47,True
95f0ac43-753b-4c2c-bc0b-a9a0f5bd6dcd,DP_00124,VER_TITLE_004348_002,HD,5.1,HDR10,MP4,6,False
59c2e169-b92f-4f1f-94ec-3b4d9c182dec,DP_00124,VER_TITLE_004051_001,HD,2.0,HDR10+,MKV,16,False
4e5f1283-35cd-4b19-a518-119789e84765,DP_00124,VER_TITLE_000819_000,8K,Atmos,Dolby Vision,MP4,22,True
a8b1d84f-fe6f-439e-80df-031e18788bd6,DP_00124,VER_TITLE_001223_004,8K,5.1,HDR10,MP4,48,False
57c62f5b-6894-48c9-b476-c6589aee5951,DP_00124,VER_TITLE_000308_001,8K,2.0,HDR10,MKV,41,True
e0ba68c5-7d67-4d9f-82bb-a50a9f19e20b,DP_00125,VER_TITLE_001975_000,8K,Atmos,SDR,MKV,26,True
2d3ded1e-6094-4b23-b319-755a3b6ded2e,DP_00125,VER_TITLE_004955_001,HD,5.1,HDR10,MXF,14,False
e86e1895-2950-4c41-a638-c4da3edb1043,DP_00126,VER_TITLE_004354_001,8K,Atmos,SDR,MKV,40,True
fdd8f399-a92a-44f4-90a5-1b4cee043347,DP_00126,VER_TITLE_004316_002,HD,2.0,HDR10+,MP4,15,True
98ae5b7a-8838-4a31-95d9-cc2e30d45547,DP_00126,VER_TITLE_002279_000,8K,7.1,SDR,MXF,39,True
54cf5883-c1be-4aa9-a496-bf9facdfff64,DP_00126,VER_TITLE_003406_001,8K,2.0,HDR10+,MP4,48,True
f1d60b8e-d188-42cd-be91-4d02960e586b,DP_00126,VER_TITLE_000585_004,4K,2.0,Dolby Vision,IMF,12,False
9dcf3c9a-fa9a-4936-9156-4d65b5869cc4,DP_00126,VER_TITLE_001005_001,8K,5.1,HDR10+,MKV,17,True
8fef0c60-863c-4ba6-ba2f-7c5943d4482f,DP_00127,VER_TITLE_001163_000,4K,7.1,SDR,MKV,14,True
3d9ec235-1a02-481a-8f3b-045c20bd6446,DP_00127,VER_TITLE_001333_001,8K,7.1,SDR,MKV,24,False
ffa2524e-b389-49b7-b82a-0a4a69a28588,DP_00127,VER_TITLE_000733_004,4K,5.1,HDR10,MP4,23,True
f9302563-440a-4fa6-80b5-2d7f08e0cf3d,DP_00127,VER_TITLE_004688_003,8K,7.1,Dolby Vision,IMF,47,False
ab933cd4-29ef-469f-868b-89ca5505855c,DP_00127,VER_TITLE_004839_001,4K,2.0,HDR10,MXF,49,True
30c197ec-59bc-45b3-903a-7439ebd36d99,DP_00128,VER_TITLE_000929_001,HD,2.0,Dolby Vision,MP4,25,False
ad77d6ef-f3a3-46b3-952a-54f4b8ab302d,DP_00128,VER_TITLE_004666_003,4K,5.1,Dolby Vision,MKV,46,False
f08198fa-25b0-405c-946d-e4fe0036ca82,DP_00128,VER_TITLE_002564_002,HD,Atmos,Dolby Vision,MP4,49,False
5a59348a-e56d-499a-8693-3ee691ae59ce,DP_00128,VER_TITLE_000597_004,8K,2.0,HDR10,IMF,5,True
50fd2bf0-3357-4aed-816d-c0dbd8b25bbd,DP_00128,VER_TITLE_002895_001,8K,7.1,Dolby Vision,MP4,13,False
71fc95f3-8b4b-4de4-9a07-b09f64192fb3,DP_00129,VER_TITLE_003306_005,8K,5.1,HDR10+,IMF,44,False
fe25c97e-bbef-427a-a4f5-5352139dfe13,DP_00129,VER_TITLE_002972_004,HD,5.1,SDR,MXF,16,False
0acbfec9-d8c7-45a4-b9ef-2cc3ddf9ebcd,DP_00129,VER_TITLE_004851_003,8K,Atmos,HDR10+,MP4,49,True
cfc3bf18-4558-4f4b-b5a5-2b8e578908d5,DP_00129,VER_TITLE_001477_000,4K,Atmos,HDR10+,MP4,33,True
c6c44db3-a491-4e89-a409-a5001179391d,DP_00129,VER_TITLE_004067_003,HD,Atmos,Dolby Vision,MKV,5,False
82303f7f-7259-49f6-804d-72787bd9c102,DP_00129,VER_TITLE_000800_002,HD,7.1,Dolby Vision,MKV,7,False
7e048029-a22b-4505-ac73-dd3b700151f4,DP_00130,VER_TITLE_003465_001,8K,2.0,HDR10,MP4,39,True
21eeb188-2fe0-45ee-93c4-fac13844d3f8,DP_00130,VER_TITLE_000232_000,8K,2.0,HDR10+,MKV,12,False
90ac5dd4-3a65-4000-b540-c2557410708c,DP_00130,VER_TITLE_003335_001,8K,2.0,HDR10+,MKV,7,True
994a2bd4-fa8c-4685-83bc-c4f51ba984be,DP_00131,VER_TITLE_001765_003,8K,2.0,Dolby Vision,MXF,11,True
f4d11373-19d9-4e92-a6ec-4caed89bc07e,DP_00131,VER_TITLE_003284_004,8K,2.0,HDR10+,IMF,46,True
974369e2-24bd-4599-a82d-0cf0763233d8,DP_00131,VER_TITLE_000839_003,4K,Atmos,HDR10+,MKV,31,False
cc88d0b0-fb6e-4f13-8a91-ee92f2ad59c1,DP_00131,VER_TITLE_001922_002,HD,Atmos,HDR10,MP4,23,True
8d7cad14-ab5d-4cff-a7c7-a4b3118c2f8e,DP_00131,VER_TITLE_004682_000,8K,2.0,Dolby Vision,IMF,30,False
483e3e52-f7aa-479f-9ca8-c8c94cf6f093,DP_00132,VER_TITLE_000967_003,8K,7.1,Dolby Vision,MKV,21,False
e950018c-a9d6-49dd-8a1f-87d38f01eac7,DP_00132,VER_TITLE_001787_002,HD,5.1,HDR10,IMF,49,True
be8c4ba4-619e-4aca-a049-c8c436ffe8fc,DP_00132,VER_TITLE_004270_004,4K,5.1,SDR,MP4,20,False
801ab360-059e-4280-93d5-094353d1c617,DP_00133,VER_TITLE_002488_004,HD,2.0,HDR10+,MKV,13,True
c4c97805-99d5-4ac8-b43f-2e2933ca866b,DP_00133,VER_TITLE_001649_001,4K,2.0,HDR10+,MXF,34,False
14b92143-4344-4138-9b19-a3009654c019,DP_00133,VER_TITLE_001544_000,4K,7.1,HDR10,MP4,32,True
e240ac57-0dfc-4d8e-bfe5-cf8d3a5e4bdf,DP_00133,VER_TITLE_003846_000,HD,2.0,SDR,MKV,46,True
0441fff3-36e7-41b2-8c85-aa5388c94b38,DP_00133,VER_TITLE_001313_000,4K,Atmos,SDR,MXF,33,True
61b9e806-c717-4f51-b1bb-cd45a37c8928,DP_00134,VER_TITLE_000517_001,HD,Atmos,HDR10+,MP4,7,True
62f9ecb0-2ea3-4d91-b354-03717b03860a,DP_00134,VER_TITLE_000798_000,HD,5.1,HDR10+,IMF,36,False
dd41e0e9-43af-4861-968a-0e7979697a4b,DP_00134,VER_TITLE_004691_002,4K,5.1,HDR10,IMF,14,False
978f5250-dcb3-4a51-adb7-6ed4c1412eb7,DP_00135,VER_TITLE_001496_004,8K,5.1,Dolby Vision,IMF,44,True
ae941f17-e779-4fdc-8ae1-6f7442a2934d,DP_00135,VER_TITLE_002025_000,8K,2.0,HDR10+,IMF,7,True
a563ecb1-0713-42a9-a19e-8fd46ee3f1c3,DP_00136,VER_TITLE_001620_000,4K,2.0,Dolby Vision,MKV,33,False
a61e6df6-3a24-4471-9842-0de1b41492e3,DP_00136,VER_TITLE_003330_001,HD,2.0,HDR10,MP4,36,False
5c77f9e4-3435-4858-92c7-c78848c34894,DP_00136,VER_TITLE_001561_004,HD,7.1,HDR10,IMF,44,True
0af5b47e-2349-40b5-b94a-a41f77a928bc,DP_00137,VER_TITLE_002488_000,HD,7.1,HDR10+,MXF,31,True
db85a0ba-4dbb-4694-b67d-f45c19efc0f4,DP_00137,VER_TITLE_000987_000,4K,2.0,Dolby Vision,MXF,29,False
8578928e-1d8f-491f-9295-a8a940a26c3a,DP_00138,VER_TITLE_001431_002,8K,5.1,HDR10+,IMF,32,True
b9b5bb3c-9970-43f8-aa8b-22d2bd4d3e62,DP_00138,VER_TITLE_000985_004,HD,7.1,HDR10,MKV,24,True
5c933a7d-d7c6-48dd-b0c3-d020304aa8cd,DP_00138,VER_TITLE_000768_002,8K,5.1,SDR,MP4,21,False
29f8573f-57b2-4999-899b-59505673a092,DP_00138,VER_TITLE_004285_001,4K,Atmos,HDR10,MKV,19,False
33576fb1-761b-4150-a1c1-1164da9ef9c8,DP_00138,VER_TITLE_001572_000,4K,5.1,HDR10+,IMF,33,True
30d83e3f-e8a8-4e3e-bc8a-2c26018c00c9,DP_00138,VER_TITLE_002152_002,HD,Atmos,SDR,MP4,14,True
443b07c3-85fe-4f63-b41d-10b6e323ec47,DP_00139,VER_TITLE_003611_002,HD,7.1,HDR10,MP4,30,True
496398d3-5e0f-425f-b5d5-b0492310f83d,DP_00139,VER_TITLE_000443_005,4K,2.0,SDR,MXF,30,False
485e11ce-9c93-4fb7-a8db-93a476b51050,DP_00139,VER_TITLE_000429_001,HD,7.1,HDR10,MKV,23,True
b1835585-3575-40f5-a2ab-3f2ed52d4960,DP_00139,VER_TITLE_000099_003,HD,7.1,Dolby Vision,IMF,29,True
ba9bd155-8d46-44f5-963d-5275d9a5badb,DP_00139,VER_TITLE_001865_000,HD,5.1,HDR10+,MKV,25,False
cd8d9f59-cf2e-452a-8ca9-abb8610804d6,DP_00140,VER_TITLE_000197_004,4K,7.1,SDR,IMF,27,True
51967dc6-37da-41e2-860b-05d4af09e77d,DP_00140,VER_TITLE_003943_002,8K,2.0,SDR,MXF,38,True
912443b0-31c1-4160-90f2-93c0a8425985,DP_00140,VER_TITLE_001731_000,HD,2.0,SDR,MXF,26,True
9d807cf6-360c-4c3c-abff-4eb14dc35f9e,DP_00141,VER_TITLE_003469_003,HD,5.1,HDR10+,MP4,11,False
8b070c6d-55aa-4934-b5c9-4f0567617c51,DP_00141,VER_TITLE_002631_000,4K,5.1,Dolby Vision,MKV,8,True
67050e3e-1a16-4de9-8228-4f088edcf518,DP_00142,VER_TITLE_004684_003,4K,5.1,HDR10+,MKV,12,False
c8a68ddc-574e-42f0-be8f-9dbcd7c2d8cc,DP_00142,VER_TITLE_003670_001,4K,2.0,Dolby Vision,MXF,36,False
1b12931c-5d88-4486-8844-053966ff84cc,DP_00142,VER_TITLE_004972_002,8K,2.0,HDR10+,MXF,10,False
9b12b95f-1ed2-4733-b400-51351f194aee,DP_00142,VER_TITLE_003946_004,HD,7.1,HDR10,MXF,6,False
b4f06744-d7dc-4b2b-8c35-fa9f6f137fcc,DP_00143,VER_TITLE_000137_003,8K,2.0,HDR10,IMF,21,False
d282737a-13a3-4b92-bc0d-284d0b75ac4b,DP_00143,VER_TITLE_001837_001,HD,2.0,HDR10,IMF,34,True
b4026fdd-7fae-473d-96a2-e3318fe499e5,DP_00143,VER_TITLE_002990_002,HD,7.1,SDR,MKV,49,False
09a73b5e-72c2-4508-a2a0-35b83f6178a9,DP_00143,VER_TITLE_002727_003,8K,Atmos,SDR,MXF,50,True
3d918265-27b7-4f30-95d2-9f3c74af5729,DP_00143,VER_TITLE_001526_000,4K,7.1,SDR,IMF,38,False
c4aab8c5-7646-4c43-9e55-86b90e4b08dc,DP_00144,VER_TITLE_001546_004,8K,2.0,SDR,MP4,18,True
c2a908c2-e0e4-4f91-a0c6-48bda5ceef4f,DP_00144,VER_TITLE_002377_002,8K,2.0,HDR10,MP4,14,True
eb9f3fc3-f80e-474b-a627-bb8ede29d5f7,DP_00144,VER_TITLE_004313_002,4K,Atmos,HDR10,MP4,13,True
e2d469aa-eb72-4dd0-a13d-c265ae2acb10,DP_00145,VER_TITLE_004815_000,4K,Atmos,Dolby Vision,MP4,43,False
7639b612-fcee-4389-b380-d24f341c2117,DP_00145,VER_TITLE_004141_001,4K,7.1,SDR,MXF,41,False
cd5a3955-ab31-4d7a-9b95-a0a856fe8125,DP_00145,VER_TITLE_001702_000,HD,2.0,HDR10,MKV,16,False
5a510cd4-7dde-4013-a442-c1bc2769bfa9,DP_00145,VER_TITLE_001682_001,4K,5.1,Dolby Vision,MP4,33,True
60709a5b-41e8-4a58-82f0-ad19be6ad1b2,DP_00145,VER_TITLE_000773_001,4K,Atmos,HDR10,MXF,43,False
c0bfea2a-2e4f-41b2-b3b3-adc8f05a2a9d,DP_00145,VER_TITLE_003084_002,4K,5.1,HDR10,IMF,16,True
8e916ac5-9618-4bef-9d03-c2d3bde92241,DP_00146,VER_TITLE_004511_000,HD,5.1,Dolby Vision,MKV,5,True
c3088df2-44b6-4e10-a886-2c0a8267fc50,DP_00146,VER_TITLE_004633_002,4K,7.1,HDR10,MKV,35,True
e0543ab7-0d51-4b90-b859-5ead6d93cd49,DP_00146,VER_TITLE_001494_002,4K,Atmos,HDR10,MKV,13,True
016e73bd-8ce2-4230-a0ac-44ed3b0ee742,DP_00147,VER_TITLE_002617_001,HD,7.1,HDR10+,MP4,11,True
ba5d408d-e375-4ff6-bbf5-0528c45f3433,DP_00147,VER_TITLE_004382_000,8K,7.1,HDR10,MP4,42,True
1e33ed96-799e-428e-80f5-43496337ea5a,DP_00147,VER_TITLE_000606_003,HD,5.1,Dolby Vision,IMF,44,True
addad13f-e358-4e86-92c4-bf777a4f3381,DP_00147,VER_TITLE_004338_000,8K,2.0,HDR10+,MXF,41,True
d41089b1-e456-4d18-95f8-536864f8b582,DP_00148,VER_TITLE_003639_005,4K,2.0,SDR,MP4,48,False
8bcf6ccc-7c33-42b6-9e5c-acb1fc45b081,DP_00148,VER_TITLE_000531_004,HD,7.1,HDR10+,MXF,40,True
cc253f03-f05f-4ea6-88e8-1fb1bd51418a,DP_00148,VER_TITLE_004283_002,HD,Atmos,HDR10,MP4,23,True
1bf38638-7196-4594-82d2-5ad777c047e2,DP_00148,VER_TITLE_000789_000,4K,5.1,HDR10+,MKV,11,True
8d02443f-d522-4fa0-9f35-2ede30bce8c6,DP_00148,VER_TITLE_004044_001,4K,2.0,HDR10+,MXF,33,True
cf94315e-b0be-44fa-9a27-a06672171b0a,DP_00148,VER_TITLE_001791_002,8K,2.0,Dolby Vision,MP4,49,False
466699f4-5a3e-48d1-aeae-25c12597266a,DP_00149,VER_TITLE_004937_001,4K,Atmos,Dolby Vision,MXF,31,False
273484e2-f23f-4e61-bcc2-a5e867f03d07,DP_00149,VER_TITLE_004282_002,HD,Atmos,Dolby Vision,MKV,42,True
f2ab53d0-3fa2-489d-ba3c-dc030d976a7b,DP_00149,VER_TITLE_000595_000,8K,2.0,SDR,MKV,50,False
3bb70c0f-a2c2-41df-98d4-10fcb2ece82d,DP_00150,VER_TITLE_000278_002,8K,Atmos,SDR,MKV,18,False
1d0a2378-6a0e-4da5-a9df-03200454dbaf,DP_00150,VER_TITLE_002448_002,HD,2.0,HDR10+,IMF,24,False
fbb01bb4-7ef4-4ce4-b045-ded99de07a4b,DP_00150,VER_TITLE_002729_000,HD,7.1,Dolby Vision,MKV,26,False
