version_id,title_id,version_type,resolution,frame_rate,audio_channels,hdr_format,file_size_gb,is_localized,created_date
VER_TITLE_002620_000,TITLE_002620,Original,HD,50,2.0,HDR10,207.34,True,2025-07-08 22:32:42.060621
VER_TITLE_002620_001,TITLE_002620,Localized,HD,29.97,2.0,Dolby Vision,479.4,False,2026-04-10 22:32:42.060628
VER_TITLE_002620_002,TITLE_002620,Localized,HD,25,5.1,SDR,346.24,False,2025-12-08 22:32:42.060633
VER_TITLE_002620_003,TITLE_002620,Localized,8K,60,7.1,SDR,105.5,False,2025-07-02 22:32:42.060638
VER_TITLE_002621_000,TITLE_002621,Localized,HD,30,5.1,Dolby Vision,363.84,False,2025-06-11 22:32:42.060672
VER_TITLE_002622_000,TITLE_002622,Edited,4K,23.976,7.1,HDR10+,428.49,True,2025-10-12 22:32:42.060703
VER_TITLE_002622_001,TITLE_002622,Edited,4K,25,7.1,Dolby Vision,143.37,False,2026-04-22 22:32:42.060709
VER_TITLE_002622_002,TITLE_002622,Localized,8K,29.97,5.1,HDR10,219.04,False,2025-12-24 22:32:42.060714
VER_TITLE_002623_000,TITLE_002623,Edited,8K,60,5.1,None,36.12,True,2026-02-13 22:32:42.060748
VER_TITLE_002623_001,TITLE_002623,Edited,4K,30,2.0,None,290.3,False,2025-09-28 22:32:42.060754
VER_TITLE_002624_000,TITLE_002624,Localized,4K,60,5.1,None,416.58,True,2025-12-12 22:32:42.060790
VER_TITLE_002625_000,TITLE_002625,Remastered,HD,50,7.1,HDR10+,137.97,False,2025-10-30 22:32:42.060824
VER_TITLE_002625_001,TITLE_002625,Edited,8K,60,5.1,HDR10,477.1,False,2025-09-29 22:32:42.060831
VER_TITLE_002625_002,TITLE_002625,Edited,8K,24,2.0,None,291.34,False,2025-05-31 22:32:42.060836
VER_TITLE_002625_003,TITLE_002625,Edited,4K,24,5.1,SDR,380.82,False,2025-06-15 22:32:42.060842
VER_TITLE_002625_004,TITLE_002625,Original,4K,50,5.1,HDR10,364.71,True,2025-11-18 22:32:42.060846
VER_TITLE_002626_000,TITLE_002626,Edited,4K,25,7.1,Dolby Vision,278.54,True,2025-07-26 22:32:42.060878
VER_TITLE_002627_000,TITLE_002627,Original,4K,29.97,Atmos,HDR10+,246.23,False,2025-09-08 22:32:42.060908
VER_TITLE_002627_001,TITLE_002627,Localized,8K,60,Atmos,Dolby Vision,32.42,False,2025-12-25 22:32:42.060914
VER_TITLE_002627_002,TITLE_002627,Edited,4K,60,7.1,None,27.95,False,2025-10-02 22:32:42.060920
VER_TITLE_002628_000,TITLE_002628,Original,HD,50,Atmos,None,270.92,False,2025-08-26 22:32:42.060949
VER_TITLE_002628_001,TITLE_002628,Localized,HD,24,5.1,HDR10,258.0,True,2026-04-25 22:32:42.060955
VER_TITLE_002628_002,TITLE_002628,Localized,HD,60,7.1,None,149.42,True,2025-08-31 22:32:42.060961
VER_TITLE_002628_003,TITLE_002628,Remastered,4K,29.97,Atmos,HDR10+,344.97,True,2026-04-08 22:32:42.060966
VER_TITLE_002628_004,TITLE_002628,Edited,8K,60,5.1,Dolby Vision,255.42,False,2025-07-03 22:32:42.060971
VER_TITLE_002629_000,TITLE_002629,Remastered,4K,60,Atmos,None,382.51,False,2025-12-03 22:32:42.061001
VER_TITLE_002629_001,TITLE_002629,Remastered,HD,30,Atmos,HDR10+,379.13,False,2025-12-18 22:32:42.061006
VER_TITLE_002629_002,TITLE_002629,Localized,4K,60,Atmos,SDR,188.28,False,2025-06-06 22:32:42.061011
VER_TITLE_002629_003,TITLE_002629,Original,4K,30,2.0,Dolby Vision,200.3,False,2026-02-01 22:32:42.061018
VER_TITLE_002629_004,TITLE_002629,Edited,4K,30,5.1,HDR10,141.73,False,2025-08-05 22:32:42.061023
VER_TITLE_002630_000,TITLE_002630,Original,8K,30,7.1,SDR,289.81,False,2026-01-29 22:32:42.061053
VER_TITLE_002630_001,TITLE_002630,Original,4K,29.97,5.1,SDR,390.22,False,2026-04-05 22:32:42.061059
VER_TITLE_002630_002,TITLE_002630,Remastered,8K,30,5.1,Dolby Vision,459.49,False,2026-01-06 22:32:42.061063
VER_TITLE_002630_003,TITLE_002630,Localized,4K,25,2.0,SDR,449.38,True,2025-12-17 22:32:42.061069
VER_TITLE_002630_004,TITLE_002630,Localized,8K,30,7.1,SDR,104.0,True,2025-06-27 22:32:42.061074
VER_TITLE_002631_000,TITLE_002631,Remastered,HD,30,7.1,Dolby Vision,466.96,False,2025-07-20 22:32:42.061105
VER_TITLE_002631_001,TITLE_002631,Localized,HD,23.976,7.1,HDR10+,410.19,False,2025-06-28 22:32:42.061111
VER_TITLE_002631_002,TITLE_002631,Localized,4K,50,2.0,HDR10+,488.09,False,2026-02-24 22:32:42.061117
VER_TITLE_002632_000,TITLE_002632,Remastered,8K,24,7.1,HDR10,241.16,False,2025-06-05 22:32:42.061146
VER_TITLE_002633_000,TITLE_002633,Edited,4K,50,7.1,HDR10,127.31,True,2026-01-19 22:32:42.061175
VER_TITLE_002634_000,TITLE_002634,Localized,4K,50,2.0,HDR10,208.64,False,2026-01-19 22:32:42.061204
VER_TITLE_002634_001,TITLE_002634,Original,HD,23.976,7.1,HDR10+,25.94,False,2026-02-04 22:32:42.061209
VER_TITLE_002635_000,TITLE_002635,Original,8K,24,2.0,HDR10,438.14,False,2026-04-03 22:32:42.061238
VER_TITLE_002635_001,TITLE_002635,Remastered,8K,50,5.1,HDR10+,367.24,False,2026-04-21 22:32:42.061243
VER_TITLE_002635_002,TITLE_002635,Remastered,HD,25,Atmos,Dolby Vision,246.38,True,2026-03-13 22:32:42.061249
VER_TITLE_002635_003,TITLE_002635,Localized,4K,29.97,Atmos,None,195.81,False,2025-09-12 22:32:42.061254
VER_TITLE_002635_004,TITLE_002635,Original,8K,23.976,7.1,HDR10,321.57,True,2025-10-16 22:32:42.061259
VER_TITLE_002636_000,TITLE_002636,Original,HD,29.97,2.0,HDR10,470.0,True,2025-12-09 22:32:42.061290
VER_TITLE_002636_001,TITLE_002636,Remastered,HD,29.97,7.1,SDR,167.17,True,2025-12-27 22:32:42.061296
VER_TITLE_002636_002,TITLE_002636,Localized,4K,24,Atmos,HDR10,146.1,False,2025-08-30 22:32:42.061301
VER_TITLE_002636_003,TITLE_002636,Localized,8K,60,5.1,HDR10+,104.52,False,2025-12-16 22:32:42.061306
VER_TITLE_002636_004,TITLE_002636,Remastered,8K,23.976,5.1,HDR10,456.03,True,2025-12-26 22:32:42.061312
VER_TITLE_002636_005,TITLE_002636,Localized,8K,23.976,2.0,Dolby Vision,304.48,True,2025-06-10 22:32:42.061317
VER_TITLE_002637_000,TITLE_002637,Original,4K,24,Atmos,HDR10,242.17,True,2025-11-03 22:32:42.061347
VER_TITLE_002638_000,TITLE_002638,Edited,8K,24,2.0,SDR,316.18,False,2026-05-05 22:32:42.061378
VER_TITLE_002638_001,TITLE_002638,Edited,4K,50,5.1,HDR10,21.14,True,2025-07-07 22:32:42.061384
VER_TITLE_002638_002,TITLE_002638,Edited,8K,24,Atmos,HDR10+,203.93,False,2025-08-18 22:32:42.061391
VER_TITLE_002639_000,TITLE_002639,Localized,8K,24,5.1,None,136.29,True,2025-10-18 22:32:42.061422
VER_TITLE_002639_001,TITLE_002639,Remastered,HD,30,2.0,HDR10,487.3,False,2025-10-03 22:32:42.061428
VER_TITLE_002639_002,TITLE_002639,Original,HD,50,2.0,None,158.51,False,2025-06-23 22:32:42.061433
VER_TITLE_002639_003,TITLE_002639,Localized,HD,50,Atmos,Dolby Vision,29.5,False,2025-09-13 22:32:42.061438
VER_TITLE_002639_004,TITLE_002639,Original,8K,60,Atmos,Dolby Vision,271.07,False,2026-01-29 22:32:42.061443
VER_TITLE_002640_000,TITLE_002640,Localized,8K,60,2.0,HDR10,78.16,False,2025-11-21 22:32:42.061475
VER_TITLE_002640_001,TITLE_002640,Original,8K,29.97,Atmos,SDR,69.14,True,2026-04-18 22:32:42.061481
VER_TITLE_002640_002,TITLE_002640,Edited,4K,60,2.0,HDR10,475.76,False,2025-06-25 22:32:42.061486
VER_TITLE_002640_003,TITLE_002640,Edited,8K,25,Atmos,HDR10+,348.2,True,2026-04-15 22:32:42.061491
VER_TITLE_002641_000,TITLE_002641,Original,4K,60,5.1,HDR10+,318.32,False,2025-09-13 22:32:42.061523
VER_TITLE_002641_001,TITLE_002641,Edited,HD,60,7.1,SDR,476.14,False,2025-10-22 22:32:42.061529
VER_TITLE_002641_002,TITLE_002641,Original,HD,50,Atmos,Dolby Vision,334.29,False,2026-02-28 22:32:42.061534
VER_TITLE_002641_003,TITLE_002641,Remastered,HD,24,7.1,Dolby Vision,352.45,False,2025-09-02 22:32:42.061540
VER_TITLE_002641_004,TITLE_002641,Remastered,HD,29.97,Atmos,HDR10+,232.97,False,2025-09-14 22:32:42.061545
VER_TITLE_002642_000,TITLE_002642,Remastered,HD,24,7.1,None,37.92,True,2026-03-04 22:32:42.061578
VER_TITLE_002642_001,TITLE_002642,Remastered,HD,23.976,Atmos,None,473.43,True,2025-11-28 22:32:42.061584
VER_TITLE_002643_000,TITLE_002643,Edited,4K,50,5.1,HDR10,337.74,True,2026-02-12 22:32:42.061615
VER_TITLE_002644_000,TITLE_002644,Remastered,HD,29.97,5.1,SDR,145.23,False,2025-10-19 22:32:42.061643
VER_TITLE_002645_000,TITLE_002645,Remastered,8K,25,2.0,None,276.11,True,2025-05-23 22:32:42.061671
VER_TITLE_002645_001,TITLE_002645,Remastered,HD,29.97,2.0,None,173.08,False,2025-12-06 22:32:42.061677
VER_TITLE_002645_002,TITLE_002645,Original,8K,25,Atmos,Dolby Vision,270.6,True,2026-05-10 22:32:42.061683
VER_TITLE_002645_003,TITLE_002645,Original,HD,23.976,2.0,HDR10,53.99,False,2025-07-01 22:32:42.061688
VER_TITLE_002646_000,TITLE_002646,Edited,8K,60,2.0,HDR10,203.53,True,2026-02-28 22:32:42.061720
VER_TITLE_002646_001,TITLE_002646,Edited,4K,23.976,5.1,SDR,492.58,False,2026-03-29 22:32:42.061727
VER_TITLE_002646_002,TITLE_002646,Original,8K,25,5.1,HDR10,190.37,False,2026-02-21 22:32:42.061732
VER_TITLE_002646_003,TITLE_002646,Remastered,4K,23.976,5.1,None,27.55,False,2025-06-10 22:32:42.061737
VER_TITLE_002646_004,TITLE_002646,Original,HD,29.97,5.1,None,264.67,True,2025-06-27 22:32:42.061742
VER_TITLE_002647_000,TITLE_002647,Edited,4K,24,Atmos,None,218.65,True,2025-08-12 22:32:42.061774
VER_TITLE_002647_001,TITLE_002647,Remastered,4K,25,7.1,Dolby Vision,266.9,False,2025-06-14 22:32:42.061780
VER_TITLE_002647_002,TITLE_002647,Original,4K,30,7.1,Dolby Vision,289.19,False,2025-09-25 22:32:42.061787
VER_TITLE_002647_003,TITLE_002647,Localized,8K,30,7.1,None,437.35,True,2025-08-21 22:32:42.061793
VER_TITLE_002647_004,TITLE_002647,Edited,4K,60,5.1,HDR10+,400.4,False,2025-10-29 22:32:42.061798
VER_TITLE_002647_005,TITLE_002647,Original,8K,60,2.0,None,152.81,True,2025-11-25 22:32:42.061803
VER_TITLE_002648_000,TITLE_002648,Original,8K,50,2.0,SDR,119.66,True,2026-03-27 22:32:42.061837
VER_TITLE_002648_001,TITLE_002648,Original,HD,30,Atmos,HDR10,85.26,False,2026-01-06 22:32:42.061843
VER_TITLE_002649_000,TITLE_002649,Original,4K,23.976,Atmos,HDR10+,389.17,False,2025-07-15 22:32:42.061878
VER_TITLE_002649_001,TITLE_002649,Edited,8K,23.976,Atmos,HDR10+,492.17,True,2025-08-05 22:32:42.061885
VER_TITLE_002649_002,TITLE_002649,Original,4K,24,2.0,HDR10,300.4,False,2025-12-26 22:32:42.061890
VER_TITLE_002649_003,TITLE_002649,Remastered,HD,60,5.1,Dolby Vision,94.05,False,2025-12-27 22:32:42.061897
VER_TITLE_002650_000,TITLE_002650,Localized,HD,60,7.1,HDR10,409.58,False,2026-03-10 22:32:42.061932
VER_TITLE_002651_000,TITLE_002651,Original,4K,24,2.0,None,12.59,False,2025-11-22 22:32:42.061964
VER_TITLE_002651_001,TITLE_002651,Edited,4K,60,2.0,Dolby Vision,300.85,True,2025-09-27 22:32:42.061970
VER_TITLE_002651_002,TITLE_002651,Localized,HD,30,Atmos,HDR10+,430.4,True,2025-06-14 22:32:42.061976
VER_TITLE_002652_000,TITLE_002652,Remastered,4K,29.97,5.1,SDR,394.87,True,2025-09-09 22:32:42.062011
VER_TITLE_002652_001,TITLE_002652,Original,8K,30,2.0,SDR,470.31,False,2026-03-30 22:32:42.062019
VER_TITLE_002652_002,TITLE_002652,Original,4K,24,7.1,HDR10,121.52,False,2025-06-03 22:32:42.062027
VER_TITLE_002653_000,TITLE_002653,Original,HD,23.976,Atmos,HDR10+,396.82,True,2025-07-22 22:32:42.062062
VER_TITLE_002653_001,TITLE_002653,Original,HD,23.976,7.1,None,57.0,False,2025-12-22 22:32:42.062069
VER_TITLE_002653_002,TITLE_002653,Edited,8K,25,2.0,HDR10+,259.24,True,2025-07-25 22:32:42.062074
VER_TITLE_002653_003,TITLE_002653,Remastered,8K,24,Atmos,None,467.8,True,2025-07-06 22:32:42.062081
VER_TITLE_002654_000,TITLE_002654,Localized,HD,25,Atmos,HDR10+,170.8,True,2026-05-03 22:32:42.062116
VER_TITLE_002654_001,TITLE_002654,Remastered,HD,60,2.0,SDR,208.5,True,2025-08-26 22:32:42.062124
VER_TITLE_002655_000,TITLE_002655,Edited,8K,50,Atmos,None,124.37,False,2025-11-28 22:32:42.062164
VER_TITLE_002656_000,TITLE_002656,Edited,4K,50,Atmos,HDR10,176.47,True,2026-05-01 22:32:42.062195
VER_TITLE_002656_001,TITLE_002656,Original,8K,25,7.1,HDR10+,293.84,True,2025-07-16 22:32:42.062201
VER_TITLE_002656_002,TITLE_002656,Remastered,8K,24,7.1,SDR,309.39,True,2025-05-24 22:32:42.062207
VER_TITLE_002656_003,TITLE_002656,Localized,HD,60,7.1,SDR,430.18,False,2025-06-11 22:32:42.062212
VER_TITLE_002656_004,TITLE_002656,Edited,HD,30,5.1,SDR,107.03,False,2025-06-07 22:32:42.062217
VER_TITLE_002656_005,TITLE_002656,Edited,4K,24,Atmos,HDR10,109.66,True,2025-08-08 22:32:42.062222
VER_TITLE_002657_000,TITLE_002657,Remastered,4K,50,2.0,HDR10,481.16,True,2025-06-03 22:32:42.062259
VER_TITLE_002657_001,TITLE_002657,Edited,8K,50,Atmos,SDR,109.27,True,2025-08-28 22:32:42.062266
VER_TITLE_002657_002,TITLE_002657,Remastered,4K,60,Atmos,HDR10+,106.97,False,2025-12-12 22:32:42.062271
VER_TITLE_002657_003,TITLE_002657,Localized,8K,23.976,Atmos,HDR10+,129.95,False,2026-01-02 22:32:42.062277
VER_TITLE_002657_004,TITLE_002657,Original,4K,30,5.1,HDR10,12.6,False,2026-01-05 22:32:42.062282
VER_TITLE_002657_005,TITLE_002657,Edited,HD,29.97,7.1,HDR10+,348.69,False,2026-04-17 22:32:42.062287
VER_TITLE_002658_000,TITLE_002658,Edited,HD,30,Atmos,SDR,494.26,False,2026-01-17 22:32:42.062320
VER_TITLE_002658_001,TITLE_002658,Original,HD,50,5.1,Dolby Vision,393.23,True,2025-12-05 22:32:42.062327
VER_TITLE_002658_002,TITLE_002658,Edited,4K,50,5.1,None,126.79,False,2026-01-14 22:32:42.062332
VER_TITLE_002658_003,TITLE_002658,Original,HD,29.97,2.0,SDR,429.66,True,2026-03-07 22:32:42.062340
VER_TITLE_002659_000,TITLE_002659,Localized,HD,24,2.0,HDR10+,154.25,False,2025-10-07 22:32:42.062397
VER_TITLE_002659_001,TITLE_002659,Localized,HD,30,2.0,Dolby Vision,306.07,True,2026-05-03 22:32:42.062404
VER_TITLE_002659_002,TITLE_002659,Edited,8K,23.976,7.1,SDR,51.89,False,2025-11-09 22:32:42.062410
VER_TITLE_002659_003,TITLE_002659,Original,4K,29.97,7.1,None,466.53,False,2025-07-29 22:32:42.062416
VER_TITLE_002659_004,TITLE_002659,Remastered,4K,60,5.1,HDR10,439.35,True,2026-01-19 22:32:42.062421
VER_TITLE_002659_005,TITLE_002659,Localized,HD,23.976,7.1,None,385.4,True,2025-06-24 22:32:42.062426
VER_TITLE_002660_000,TITLE_002660,Original,HD,30,5.1,None,151.7,False,2025-08-31 22:32:42.062465
VER_TITLE_002660_001,TITLE_002660,Edited,8K,25,7.1,HDR10,282.96,True,2025-12-16 22:32:42.062471
VER_TITLE_002660_002,TITLE_002660,Original,HD,25,Atmos,HDR10+,182.38,True,2025-05-28 22:32:42.062476
VER_TITLE_002661_000,TITLE_002661,Remastered,HD,50,2.0,HDR10+,366.86,True,2026-01-26 22:32:42.062509
VER_TITLE_002661_001,TITLE_002661,Localized,HD,23.976,5.1,None,61.7,False,2025-06-25 22:32:42.062515
VER_TITLE_002661_002,TITLE_002661,Original,4K,30,Atmos,SDR,469.47,False,2026-04-14 22:32:42.062521
VER_TITLE_002661_003,TITLE_002661,Localized,4K,24,7.1,None,306.11,False,2025-06-17 22:32:42.062527
VER_TITLE_002662_000,TITLE_002662,Localized,4K,23.976,7.1,None,254.19,True,2025-11-28 22:32:42.062559
VER_TITLE_002663_000,TITLE_002663,Original,HD,29.97,5.1,HDR10+,380.36,True,2025-05-24 22:32:42.062591
VER_TITLE_002663_001,TITLE_002663,Edited,4K,60,2.0,None,370.59,True,2026-04-26 22:32:42.062596
VER_TITLE_002663_002,TITLE_002663,Remastered,8K,25,2.0,None,365.53,True,2026-04-03 22:32:42.062601
VER_TITLE_002663_003,TITLE_002663,Remastered,4K,30,7.1,SDR,139.14,True,2025-06-21 22:32:42.062606
VER_TITLE_002664_000,TITLE_002664,Remastered,HD,50,Atmos,HDR10,471.96,False,2026-05-08 22:32:42.062639
VER_TITLE_002664_001,TITLE_002664,Localized,8K,29.97,2.0,None,471.17,False,2025-09-11 22:32:42.062645
VER_TITLE_002664_002,TITLE_002664,Remastered,HD,23.976,5.1,HDR10,155.36,True,2025-05-30 22:32:42.062651
VER_TITLE_002664_003,TITLE_002664,Remastered,4K,60,5.1,SDR,321.7,True,2026-01-06 22:32:42.062656
VER_TITLE_002665_000,TITLE_002665,Localized,8K,23.976,Atmos,None,188.11,True,2025-07-24 22:32:42.062690
VER_TITLE_002665_001,TITLE_002665,Remastered,8K,60,2.0,HDR10+,59.64,True,2025-12-28 22:32:42.062696
VER_TITLE_002665_002,TITLE_002665,Edited,4K,30,Atmos,HDR10,58.96,True,2026-05-17 22:32:42.062701
VER_TITLE_002665_003,TITLE_002665,Original,8K,60,7.1,HDR10,206.6,False,2025-07-23 22:32:42.062707
VER_TITLE_002666_000,TITLE_002666,Localized,HD,60,2.0,SDR,370.25,True,2025-08-04 22:32:42.062738
VER_TITLE_002666_001,TITLE_002666,Localized,8K,50,7.1,None,488.61,False,2025-10-26 22:32:42.062745
VER_TITLE_002666_002,TITLE_002666,Localized,HD,29.97,7.1,SDR,398.03,True,2026-05-01 22:32:42.062751
VER_TITLE_002666_003,TITLE_002666,Original,8K,25,2.0,Dolby Vision,235.97,False,2025-06-16 22:32:42.062756
VER_TITLE_002667_000,TITLE_002667,Edited,4K,29.97,Atmos,Dolby Vision,213.82,False,2026-04-07 22:32:42.062791
VER_TITLE_002667_001,TITLE_002667,Localized,HD,23.976,2.0,SDR,16.67,False,2025-09-09 22:32:42.062797
VER_TITLE_002667_002,TITLE_002667,Original,HD,25,5.1,None,155.63,True,2025-09-20 22:32:42.062802
VER_TITLE_002667_003,TITLE_002667,Localized,HD,29.97,7.1,Dolby Vision,47.67,True,2025-09-13 22:32:42.062808
VER_TITLE_002668_000,TITLE_002668,Localized,8K,60,5.1,None,370.82,True,2025-06-03 22:32:42.062838
VER_TITLE_002668_001,TITLE_002668,Edited,8K,60,Atmos,HDR10,242.53,False,2025-07-03 22:32:42.062844
VER_TITLE_002668_002,TITLE_002668,Remastered,HD,60,5.1,None,96.39,True,2026-03-03 22:32:42.062849
VER_TITLE_002669_000,TITLE_002669,Localized,4K,29.97,2.0,None,390.53,True,2026-01-06 22:32:42.062878
VER_TITLE_002669_001,TITLE_002669,Original,4K,25,2.0,Dolby Vision,247.17,True,2025-05-25 22:32:42.062885
VER_TITLE_002669_002,TITLE_002669,Remastered,HD,30,2.0,HDR10,337.3,False,2026-05-21 22:32:42.062890
VER_TITLE_002669_003,TITLE_002669,Remastered,4K,25,2.0,Dolby Vision,222.85,True,2026-03-07 22:32:42.062895
VER_TITLE_002670_000,TITLE_002670,Edited,8K,24,7.1,Dolby Vision,483.31,True,2025-06-27 22:32:42.062925
VER_TITLE_002670_001,TITLE_002670,Localized,8K,24,7.1,HDR10,215.15,False,2025-07-03 22:32:42.062931
VER_TITLE_002670_002,TITLE_002670,Remastered,HD,50,5.1,SDR,258.1,True,2025-12-06 22:32:42.062936
VER_TITLE_002671_000,TITLE_002671,Localized,HD,25,2.0,SDR,54.98,True,2025-07-09 22:32:42.062965
VER_TITLE_002671_001,TITLE_002671,Original,HD,23.976,7.1,Dolby Vision,60.75,False,2026-03-25 22:32:42.062971
VER_TITLE_002672_000,TITLE_002672,Original,HD,25,7.1,HDR10,275.62,True,2026-04-09 22:32:42.062998
VER_TITLE_002672_001,TITLE_002672,Localized,8K,25,7.1,HDR10+,377.12,False,2025-09-27 22:32:42.063004
VER_TITLE_002672_002,TITLE_002672,Original,4K,30,2.0,HDR10+,141.15,False,2026-03-31 22:32:42.063008
VER_TITLE_002673_000,TITLE_002673,Original,HD,24,Atmos,HDR10+,411.7,True,2025-05-25 22:32:42.063038
VER_TITLE_002673_001,TITLE_002673,Localized,8K,30,2.0,Dolby Vision,457.2,False,2026-03-06 22:32:42.063043
VER_TITLE_002674_000,TITLE_002674,Localized,HD,25,5.1,HDR10,280.22,False,2025-10-18 22:32:42.063070
VER_TITLE_002674_001,TITLE_002674,Remastered,8K,25,5.1,SDR,156.87,True,2026-01-24 22:32:42.063076
VER_TITLE_002674_002,TITLE_002674,Edited,HD,60,Atmos,Dolby Vision,85.94,True,2025-08-30 22:32:42.063081
VER_TITLE_002674_003,TITLE_002674,Localized,8K,25,Atmos,Dolby Vision,237.43,True,2025-06-10 22:32:42.063088
VER_TITLE_002674_004,TITLE_002674,Edited,4K,24,7.1,SDR,156.37,True,2026-01-10 22:32:42.063093
VER_TITLE_002675_000,TITLE_002675,Edited,8K,23.976,7.1,HDR10+,132.77,False,2026-04-28 22:32:42.063124
VER_TITLE_002675_001,TITLE_002675,Original,4K,24,2.0,SDR,53.8,False,2025-11-22 22:32:42.063131
VER_TITLE_002676_000,TITLE_002676,Remastered,4K,29.97,5.1,None,210.65,False,2025-11-24 22:32:42.063165
VER_TITLE_002676_001,TITLE_002676,Original,HD,50,Atmos,None,362.39,False,2026-02-16 22:32:42.063172
VER_TITLE_002676_002,TITLE_002676,Remastered,8K,30,5.1,SDR,183.95,True,2025-09-03 22:32:42.063177
VER_TITLE_002676_003,TITLE_002676,Localized,HD,25,2.0,Dolby Vision,148.46,False,2025-06-03 22:32:42.063181
VER_TITLE_002676_004,TITLE_002676,Remastered,8K,60,Atmos,None,268.58,True,2025-12-06 22:32:42.063187
VER_TITLE_002677_000,TITLE_002677,Original,4K,23.976,2.0,Dolby Vision,218.79,True,2025-11-21 22:32:42.063222
VER_TITLE_002677_001,TITLE_002677,Remastered,4K,23.976,Atmos,Dolby Vision,499.91,False,2026-05-02 22:32:42.063228
VER_TITLE_002677_002,TITLE_002677,Localized,8K,23.976,2.0,HDR10+,188.98,True,2025-07-06 22:32:42.063233
VER_TITLE_002678_000,TITLE_002678,Localized,4K,60,7.1,HDR10+,365.31,False,2025-06-20 22:32:42.063264
VER_TITLE_002678_001,TITLE_002678,Edited,4K,25,7.1,HDR10+,63.52,False,2025-08-31 22:32:42.063271
VER_TITLE_002678_002,TITLE_002678,Localized,8K,50,7.1,None,341.76,True,2025-10-18 22:32:42.063276
VER_TITLE_002678_003,TITLE_002678,Edited,HD,50,5.1,HDR10+,272.77,False,2025-07-27 22:32:42.063282
VER_TITLE_002678_004,TITLE_002678,Remastered,HD,25,Atmos,None,100.29,False,2026-02-15 22:32:42.063288
VER_TITLE_002678_005,TITLE_002678,Original,4K,60,7.1,Dolby Vision,433.06,True,2025-12-08 22:32:42.063293
VER_TITLE_002679_000,TITLE_002679,Original,8K,50,Atmos,SDR,66.8,True,2026-04-14 22:32:42.063325
VER_TITLE_002679_001,TITLE_002679,Localized,HD,60,Atmos,Dolby Vision,20.25,True,2025-09-05 22:32:42.063331
VER_TITLE_002679_002,TITLE_002679,Remastered,HD,30,2.0,None,78.68,False,2025-06-19 22:32:42.063337
VER_TITLE_002679_003,TITLE_002679,Edited,HD,30,2.0,None,459.05,True,2026-02-11 22:32:42.063342
VER_TITLE_002679_004,TITLE_002679,Edited,8K,23.976,7.1,SDR,452.21,True,2025-08-21 22:32:42.063347
VER_TITLE_002679_005,TITLE_002679,Remastered,8K,24,2.0,SDR,342.19,False,2025-07-31 22:32:42.063353
VER_TITLE_002680_000,TITLE_002680,Edited,4K,25,Atmos,SDR,174.88,True,2026-02-25 22:32:42.063390
VER_TITLE_002680_001,TITLE_002680,Localized,4K,60,2.0,HDR10,276.69,False,2025-06-14 22:32:42.063396
VER_TITLE_002680_002,TITLE_002680,Edited,8K,24,5.1,Dolby Vision,15.33,True,2025-12-09 22:32:42.063402
VER_TITLE_002680_003,TITLE_002680,Localized,8K,24,7.1,None,14.27,False,2025-12-20 22:32:42.063407
VER_TITLE_002681_000,TITLE_002681,Original,8K,60,7.1,HDR10,288.14,True,2025-06-10 22:32:42.063442
VER_TITLE_002681_001,TITLE_002681,Edited,4K,25,2.0,HDR10+,355.36,False,2026-02-24 22:32:42.063448
VER_TITLE_002681_002,TITLE_002681,Remastered,8K,25,Atmos,HDR10,480.6,False,2026-03-12 22:32:42.063453
VER_TITLE_002681_003,TITLE_002681,Localized,4K,24,7.1,HDR10+,171.32,False,2025-09-30 22:32:42.063458
VER_TITLE_002681_004,TITLE_002681,Original,HD,30,Atmos,HDR10,464.32,False,2026-01-01 22:32:42.063463
VER_TITLE_002682_000,TITLE_002682,Original,HD,60,7.1,Dolby Vision,86.17,False,2026-02-26 22:32:42.063496
VER_TITLE_002682_001,TITLE_002682,Remastered,4K,60,Atmos,None,474.31,False,2025-11-26 22:32:42.063502
VER_TITLE_002683_000,TITLE_002683,Remastered,4K,50,2.0,None,371.34,True,2025-07-21 22:32:42.063536
VER_TITLE_002683_001,TITLE_002683,Original,8K,50,7.1,SDR,272.43,False,2026-04-07 22:32:42.063542
VER_TITLE_002684_000,TITLE_002684,Remastered,HD,29.97,7.1,HDR10+,267.88,True,2025-06-22 22:32:42.063575
VER_TITLE_002684_001,TITLE_002684,Remastered,8K,30,5.1,HDR10,231.1,False,2025-07-07 22:32:42.063581
VER_TITLE_002685_000,TITLE_002685,Remastered,4K,29.97,7.1,HDR10,118.51,True,2025-08-19 22:32:42.063614
VER_TITLE_002685_001,TITLE_002685,Original,4K,25,5.1,HDR10+,307.0,False,2025-06-13 22:32:42.063621
VER_TITLE_002685_002,TITLE_002685,Remastered,HD,24,Atmos,HDR10,245.88,True,2026-04-25 22:32:42.063626
VER_TITLE_002685_003,TITLE_002685,Localized,8K,24,5.1,HDR10,94.59,False,2026-03-12 22:32:42.063631
VER_TITLE_002685_004,TITLE_002685,Original,4K,30,7.1,Dolby Vision,305.67,False,2026-02-28 22:32:42.063637
VER_TITLE_002685_005,TITLE_002685,Edited,4K,60,5.1,None,220.76,False,2026-01-13 22:32:42.063642
VER_TITLE_002686_000,TITLE_002686,Original,8K,50,Atmos,None,479.31,False,2025-10-12 22:32:42.063679
